station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Archway,,,5.0,32.0,32.0,,2.0,0.0,,55.0,,3.0,3.0,69.0,9.0,201.0,49.0,10.0,1.0,10.0,,,,,28.0,12.0,18.0,44.0,8.0,,110.0,14.0,2.0,3.0,,5.0,3.0,,14.0,,6.0,,,,1.0,3.0,,,15.0,,,,123.0,44.0,87.0,26.0,22.0,,,,,1.0,25.0,75.0,43.0,,,,,4.0,1.0,7.0,,,5.0,5.0,,1.0,7.0,2.0,30.0,,,1.0,,,,,,2.0,,,1.0,,,,3.0,9.0,2.0,22.0,5.0,31.0,5.0,,6.0,,3.0,32.0,,26.0,,,54.0,,,1.0,159.0,,0.0,117.0,21.0,14.0,,29.0,,,13.0,,1.0,,20.0,12.0,2.0,57.0,,,,44.0,121.0,2.0,,10.0,,,,,1.0,38.0,20.0,,4.0,6.0,,,,5.0,,2.0,,1.0,1.0,3.0,9.0,,5.0,20.0,,102.0,62.0,1.0,111.0,10.0,,,,,1.0,2.0,1.0,,17.0,,,,,7.0,3.0,,,157.0,,,2.0,7.0,,5.0,,213.0,2.0,34.0,8.0,9.0,12.0,,5.0,56.0,,4.0,,4.0,,,174.0,85.0,,,1.0,5.0,7.0,,31.0,38.0,,24.0,12.0,7.0,,93.0,3.0,54.0,,3.0,,,1.0,8.0,,13.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,23.0,1.0,70.0,,11.0,219.0,66.0,,9.0,,,1.0,73.0,24.0,1.0,3.0,,,1.0,,,8.0,11.0,,,11.0,6.0,1.0,,1.0,25.0,8.0,1.0,,,,,5.0,,,0.0,,42.0,,27.0,,,29.0,2.0,,,33.0,1.0,,2.0,,,52.0,,,1.0,,3.0,2.0,,4.0,2.0,43.0,,53.0,18.0,56.0,3.0,,,,8.0,7.0,,3.0,78.0,,,1.0,,,12.0,,34.0,,,4.0,9.0,114.0,10.0,3.0,,32.0,83.0,,5.0,4.0,1.0,,,,4.0,4.0,49.0,116.0,11.0,,,1.0,,,140.0,7.0,90.0,1.0,,,4.0,11.0,2.0,19.0,,2.0,13.0,,,,6.0,0.0,,6.0,,65.0,17.0,,52.0,3.0,13.0,10.0,2.0,7.0,6.0,,2.0,,7.0,,5649.0
Arnos Grove,,,4.0,19.0,19.0,,1.0,,,26.0,6.0,,4.0,36.0,6.0,114.0,25.0,10.0,,6.0,,,,,7.0,8.0,11.0,23.0,11.0,,44.0,9.0,2.0,79.0,,,,,9.0,,4.0,,,,,1.0,,,12.0,,,,19.0,31.0,64.0,23.0,13.0,,,,,,5.0,38.0,19.0,,,,,3.0,,4.0,,,3.0,3.0,,6.0,4.0,2.0,14.0,,,,,,,,1.0,2.0,,,1.0,,,,2.0,6.0,2.0,12.0,3.0,,4.0,,4.0,,,18.0,,14.0,,,25.0,,,,46.0,26.0,,58.0,,9.0,,46.0,,,8.0,,1.0,,11.0,5.0,,20.0,,,,22.0,51.0,2.0,,7.0,,,,,1.0,23.0,6.0,,3.0,4.0,,,,4.0,,1.0,,1.0,1.0,2.0,4.0,,,11.0,,91.0,,,54.0,5.0,12.0,,,,1.0,1.0,1.0,,7.0,,,,,4.0,,,,10.0,,,2.0,,,3.0,,86.0,,16.0,6.0,5.0,6.0,,3.0,24.0,,4.0,,4.0,,,97.0,50.0,,,,3.0,16.0,,,16.0,,13.0,9.0,,,50.0,2.0,11.0,,,,,1.0,5.0,,10.0,,,2.0,1.0,3.0,,1.0,,12.0,12.0,37.0,1.0,6.0,82.0,38.0,2.0,5.0,,,,32.0,12.0,1.0,3.0,,,1.0,,,5.0,6.0,,,5.0,4.0,1.0,,,11.0,6.0,,,,,,3.0,,,,,19.0,,38.0,,,17.0,1.0,,,17.0,,,1.0,,1.0,27.0,,,1.0,,2.0,2.0,,3.0,52.0,22.0,,27.0,11.0,31.0,,,,,6.0,4.0,,,77.0,,,1.0,0.0,,7.0,,17.0,,,3.0,6.0,44.0,14.0,,,19.0,,,3.0,25.0,,,1.0,,4.0,4.0,26.0,54.0,15.0,,,,,,45.0,4.0,44.0,,,,3.0,9.0,,11.0,,,11.0,13.0,,,3.0,,,4.0,,32.0,10.0,,35.0,3.0,8.0,7.0,1.0,64.0,4.0,,,,,,3047.0
Arsenal,,,1.0,12.0,11.0,,0.0,0.0,,24.0,4.0,2.0,,27.0,3.0,74.0,19.0,4.0,,3.0,1.0,,,,4.0,4.0,6.0,,6.0,,31.0,5.0,1.0,2.0,,2.0,1.0,,4.0,,2.0,,,,,1.0,,,39.0,,,,15.0,15.0,28.0,9.0,,,0.0,,,,4.0,30.0,13.0,,,,,1.0,,2.0,,,1.0,1.0,,0.0,2.0,,11.0,,,,,,,,0.0,1.0,,,0.0,,,,1.0,2.0,1.0,6.0,1.0,2.0,2.0,,2.0,,1.0,12.0,,8.0,,,17.0,,,0.0,46.0,25.0,,48.0,2.0,5.0,,210.0,,,4.0,,1.0,,6.0,2.0,1.0,16.0,,,,18.0,34.0,1.0,,3.0,,,,,,10.0,3.0,,,,,,,1.0,,0.0,,0.0,0.0,1.0,2.0,,1.0,5.0,,105.0,,0.0,46.0,3.0,88.0,,,,0.0,0.0,0.0,,5.0,0.0,,,,2.0,,,,7.0,,,1.0,2.0,,1.0,,105.0,1.0,9.0,3.0,3.0,3.0,,2.0,18.0,,2.0,,,,,65.0,30.0,,,0.0,2.0,18.0,,,10.0,,9.0,4.0,,,35.0,1.0,9.0,,1.0,,,0.0,2.0,,4.0,0.0,,1.0,0.0,1.0,0.0,,,6.0,1.0,27.0,0.0,3.0,61.0,24.0,1.0,2.0,,,,23.0,7.0,0.0,,,,0.0,,,2.0,3.0,,0.0,3.0,2.0,,,,,2.0,0.0,,,,,2.0,,,,,18.0,,31.0,,,8.0,1.0,,,9.0,,,0.0,,,14.0,,,,,1.0,1.0,,1.0,1.0,13.0,,16.0,6.0,21.0,1.0,,1.0,,3.0,2.0,,,35.0,,,,,,4.0,,,,,1.0,3.0,34.0,9.0,,,11.0,,,1.0,5.0,0.0,,,,2.0,1.0,14.0,32.0,8.0,,,,,,40.0,2.0,27.0,,,,,3.0,,5.0,,,5.0,6.0,,,2.0,0.0,,2.0,,20.0,5.0,,18.0,1.0,4.0,3.0,0.0,7.0,2.0,,1.0,,1.0,,2155.0
Baker Street,,,4.0,25.0,24.0,,1.0,0.0,,57.0,8.0,2.0,3.0,,7.0,172.0,44.0,6.0,0.0,9.0,8.0,,,1.0,9.0,9.0,13.0,45.0,5.0,,313.0,13.0,2.0,2.0,,3.0,1.0,,12.0,,4.0,,,,0.0,1.0,,,14.0,,,,34.0,34.0,59.0,17.0,19.0,,1.0,,,0.0,8.0,82.0,58.0,0.0,,0.0,,4.0,1.0,6.0,,,4.0,4.0,,0.0,3.0,2.0,38.0,,,0.0,,,,,1.0,1.0,,,1.0,,,,4.0,7.0,2.0,22.0,5.0,3.0,3.0,,4.0,1.0,1.0,264.0,,25.0,0.0,,68.0,,,0.0,112.0,193.0,0.0,110.0,3.0,31.0,,23.0,,,12.0,,1.0,,20.0,5.0,2.0,55.0,,,0.0,358.0,204.0,2.0,,8.0,,,,,0.0,40.0,7.0,,3.0,5.0,,,2.0,4.0,,1.0,,1.0,1.0,2.0,3.0,,1.0,25.0,,89.0,3.0,0.0,134.0,13.0,11.0,,,0.0,1.0,1.0,1.0,,23.0,0.0,,,,6.0,3.0,,9.0,15.0,,1.0,2.0,12.0,,8.0,,280.0,2.0,42.0,15.0,9.0,18.0,,8.0,75.0,,2.0,,3.0,,,142.0,78.0,,,1.0,11.0,5.0,,30.0,79.0,,432.0,8.0,1.0,1.0,78.0,2.0,22.0,,3.0,,,1.0,7.0,,9.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,,32.0,1.0,60.0,1.0,10.0,545.0,287.0,2.0,8.0,,,1.0,124.0,26.0,1.0,2.0,,,1.0,,,6.0,13.0,,1.0,14.0,6.0,1.0,,0.0,216.0,6.0,1.0,,,,,15.0,,0.0,0.0,1.0,45.0,,18.0,,,34.0,3.0,,,37.0,1.0,,1.0,,1.0,55.0,1.0,,0.0,,2.0,1.0,,3.0,1.0,45.0,,59.0,67.0,54.0,3.0,,1.0,,6.0,6.0,,2.0,50.0,,,0.0,0.0,,29.0,,38.0,,,3.0,6.0,168.0,6.0,1.0,,26.0,3.0,,4.0,3.0,1.0,0.0,1.0,,3.0,3.0,48.0,150.0,7.0,,,1.0,,,137.0,19.0,100.0,1.0,,,3.0,11.0,1.0,18.0,,0.0,8.0,36.0,0.0,,5.0,0.0,,14.0,,78.0,18.0,,38.0,5.0,12.0,7.0,1.0,5.0,9.0,,1.0,,1.0,,7448.0
Balham,,,11.0,60.0,59.0,,,,,51.0,13.0,4.0,3.0,87.0,,426.0,67.0,20.0,1.0,21.0,6.0,,,2.0,15.0,31.0,33.0,81.0,11.0,,138.0,46.0,,4.0,,9.0,3.0,,101.0,,11.0,,,,1.0,3.0,,,13.0,,,,39.0,115.0,197.0,56.0,47.0,,,,,,11.0,96.0,68.0,,,,,9.0,,150.0,,,75.0,312.0,,1.0,8.0,51.0,42.0,,,,,,,,2.0,4.0,,,,,,,5.0,17.0,5.0,47.0,9.0,7.0,9.0,,,1.0,3.0,43.0,,89.0,,,96.0,,,1.0,96.0,,,140.0,8.0,20.0,,31.0,,,28.0,,3.0,,43.0,10.0,,51.0,,,0.0,,195.0,5.0,,,,,,,1.0,80.0,12.0,,7.0,8.0,,,,9.0,,,,,2.0,5.0,8.0,,3.0,40.0,,98.0,6.0,,137.0,16.0,12.0,,,2.0,3.0,,,,27.0,,,,,28.0,3.0,,,22.0,,3.0,,11.0,,6.0,,155.0,4.0,57.0,13.0,22.0,17.0,,,77.0,,8.0,,8.0,,,313.0,232.0,,,2.0,7.0,8.0,,67.0,49.0,,31.0,24.0,3.0,2.0,157.0,36.0,23.0,,4.0,,,2.0,14.0,,30.0,1.0,2.0,5.0,3.0,6.0,3.0,,,36.0,2.0,101.0,,64.0,250.0,91.0,7.0,19.0,,,3.0,105.0,92.0,1.0,7.0,,,2.0,,,,12.0,,2.0,16.0,13.0,,,1.0,30.0,,2.0,,,,,7.0,,,,,41.0,,33.0,,,49.0,,,,79.0,3.0,,4.0,,2.0,109.0,,,,,50.0,4.0,,,4.0,98.0,,122.0,25.0,98.0,,,3.0,,16.0,65.0,,4.0,150.0,,,1.0,,,17.0,,62.0,,,341.0,346.0,128.0,13.0,2.0,,67.0,5.0,,10.0,6.0,3.0,,,,8.0,7.0,251.0,279.0,19.0,,,2.0,,,105.0,9.0,205.0,,,,6.0,18.0,3.0,,,1.0,25.0,28.0,,,12.0,,,10.0,,130.0,30.0,,97.0,5.0,18.0,,,9.0,,,3.0,,3.0,,9616.0
Bank and Monument,4.0,,7.0,434.0,359.0,7.0,2.0,0.0,,159.0,14.0,3.0,4.0,110.0,22.0,,471.0,21.0,1.0,16.0,6.0,2.0,1.0,2.0,17.0,84.0,100.0,682.0,12.0,10.0,193.0,230.0,3.0,4.0,9.0,18.0,3.0,,40.0,,18.0,,,,1.0,2.0,,,22.0,,,,56.0,240.0,360.0,84.0,2051.0,,1.0,,,1.0,14.0,492.0,144.0,0.0,,1.0,,6.0,1.0,20.0,,,15.0,13.0,,1.0,6.0,5.0,99.0,13.0,,1.0,,7.0,13.0,5.0,2.0,3.0,,,2.0,,6.0,7.0,4.0,11.0,3.0,36.0,7.0,6.0,11.0,18.0,8.0,1.0,2.0,49.0,,211.0,1.0,2.0,224.0,,,1.0,166.0,90.0,1.0,728.0,7.0,19.0,,41.0,,,20.0,3.0,3.0,,34.0,9.0,3.0,99.0,,,0.0,68.0,251.0,3.0,9.0,14.0,,,,,1.0,56.0,13.0,,5.0,6.0,,,3.0,6.0,,2.0,,1.0,1.0,3.0,7.0,57.0,3.0,30.0,,151.0,6.0,1.0,468.0,14.0,19.0,,,1.0,2.0,2.0,1.0,,32.0,1.0,,,7.0,37.0,3.0,,13.0,27.0,,2.0,3.0,10.0,,6.0,5.0,369.0,3.0,62.0,12.0,40.0,19.0,21.0,7.0,148.0,11.0,10.0,,9.0,,64.0,4283.0,2309.0,10.0,,2.0,7.0,10.0,,1447.0,63.0,,37.0,51.0,3.0,1.0,2362.0,5.0,35.0,4.0,3.0,,,2.0,11.0,1.0,44.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,,34.0,2.0,637.0,2.0,48.0,405.0,98.0,4.0,13.0,,,2.0,193.0,50.0,1.0,9.0,8.0,20.0,2.0,6.0,4.0,11.0,12.0,,1.0,17.0,9.0,1.0,,1.0,42.0,11.0,1.0,0.0,,,5.0,7.0,7.0,1.0,1.0,1.0,110.0,,40.0,224.0,,42.0,3.0,,,71.0,3.0,,2.0,,1.0,90.0,1.0,41.0,1.0,,6.0,4.0,,5.0,3.0,353.0,,173.0,27.0,1321.0,4.0,,2.0,9.0,42.0,24.0,,3.0,223.0,8.0,11.0,1.0,1.0,,17.0,,254.0,,0.0,8.0,19.0,289.0,14.0,1.0,68.0,924.0,6.0,,7.0,6.0,2.0,1.0,2.0,,10.0,5.0,99.0,276.0,21.0,,,3.0,,,179.0,9.0,478.0,1.0,,,4.0,14.0,2.0,30.0,,1.0,37.0,26.0,0.0,8.0,9.0,1.0,7.0,9.0,24.0,237.0,24.0,,365.0,5.0,14.0,14.0,3.0,10.0,8.0,,3.0,,3.0,13.0,29494.0
Barbican,,,0.0,15.0,13.0,,0.0,0.0,,8.0,1.0,0.0,0.0,7.0,1.0,123.0,,1.0,0.0,1.0,0.0,,,0.0,1.0,2.0,4.0,12.0,1.0,,8.0,4.0,0.0,0.0,,1.0,0.0,,2.0,,1.0,,,,0.0,0.0,,,2.0,,,,4.0,8.0,13.0,3.0,11.0,,0.0,,,0.0,1.0,12.0,4.0,0.0,,0.0,,0.0,0.0,1.0,,,1.0,1.0,,0.0,0.0,0.0,3.0,,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,3.0,,5.0,0.0,,6.0,,,0.0,14.0,7.0,0.0,242.0,0.0,1.0,,3.0,,,1.0,,0.0,,1.0,1.0,0.0,,,,0.0,5.0,9.0,0.0,,1.0,,,,,0.0,2.0,1.0,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,11.0,0.0,0.0,13.0,1.0,1.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,1.0,0.0,,,2.0,,,0.0,1.0,,0.0,,35.0,0.0,2.0,1.0,1.0,1.0,,0.0,5.0,,0.0,,0.0,,,143.0,32.0,,,0.0,0.0,1.0,,14.0,3.0,,2.0,2.0,0.0,0.0,134.0,0.0,,,0.0,,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,34.0,0.0,2.0,17.0,6.0,0.0,1.0,,,0.0,6.0,2.0,0.0,0.0,,,0.0,,,0.0,1.0,,0.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,6.0,,2.0,,,2.0,0.0,,,3.0,0.0,,0.0,,0.0,3.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,8.0,,6.0,2.0,17.0,0.0,,0.0,,2.0,1.0,,0.0,11.0,,,0.0,0.0,,1.0,,6.0,,0.0,0.0,1.0,9.0,1.0,0.0,,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,10.0,1.0,,,0.0,,,11.0,1.0,13.0,0.0,,,0.0,1.0,0.0,1.0,,0.0,2.0,2.0,0.0,,0.0,0.0,,1.0,,7.0,1.0,,15.0,0.0,1.0,1.0,0.0,1.0,0.0,,0.0,,0.0,,1225.0
Barking,,3.0,8.0,56.0,67.0,,3.0,1.0,,47.0,11.0,4.0,3.0,59.0,16.0,326.0,60.0,,3.0,12.0,4.0,,,40.0,12.0,26.0,50.0,63.0,37.0,,80.0,25.0,3.0,5.0,,25.0,3.0,,23.0,,38.0,4.0,5.0,5.0,2.0,3.0,2.0,,12.0,14.0,,22.0,31.0,121.0,364.0,198.0,36.0,,2.0,1.0,,,9.0,78.0,39.0,,1.0,2.0,2.0,6.0,,11.0,,,8.0,8.0,5.0,2.0,7.0,4.0,27.0,,5.0,1.0,,,,,24.0,49.0,,21.0,5.0,,,,4.0,13.0,4.0,25.0,6.0,6.0,192.0,,8.0,1.0,3.0,30.0,7.0,39.0,8.0,,53.0,,5.0,3.0,73.0,41.0,2.0,127.0,7.0,15.0,9.0,38.0,,,16.0,,6.0,,22.0,9.0,2.0,34.0,,12.0,1.0,35.0,98.0,4.0,,14.0,28.0,10.0,,,3.0,48.0,10.0,15.0,5.0,7.0,,6.0,4.0,8.0,,3.0,,2.0,2.0,5.0,8.0,,3.0,22.0,4.0,119.0,5.0,,99.0,10.0,12.0,27.0,,9.0,2.0,3.0,1.0,,15.0,,,9.0,,10.0,3.0,7.0,10.0,18.0,8.0,,3.0,9.0,,5.0,,132.0,4.0,31.0,10.0,11.0,11.0,,6.0,45.0,,23.0,14.0,23.0,14.0,,288.0,143.0,,,5.0,6.0,10.0,,52.0,30.0,,22.0,56.0,3.0,,137.0,6.0,18.0,,4.0,,,5.0,11.0,,75.0,1.0,2.0,3.0,2.0,6.0,3.0,2.0,,23.0,2.0,90.0,2.0,17.0,147.0,66.0,5.0,11.0,,,2.0,62.0,26.0,1.0,44.0,,,2.0,,,10.0,10.0,,2.0,10.0,8.0,2.0,3.0,3.0,19.0,13.0,,1.0,,,,5.0,,,,,30.0,,72.0,,,32.0,3.0,,8.0,36.0,7.0,4.0,3.0,,,53.0,,,1.0,8.0,6.0,9.0,4.0,5.0,4.0,57.0,,60.0,19.0,77.0,4.0,5.0,3.0,,28.0,11.0,5.0,3.0,534.0,,,,,,13.0,,41.0,1.0,1.0,6.0,16.0,83.0,33.0,1.0,,63.0,4.0,3.0,6.0,7.0,14.0,10.0,134.0,8.0,92.0,7.0,57.0,113.0,,23.0,,6.0,28.0,,72.0,7.0,103.0,2.0,2.0,,5.0,16.0,2.0,22.0,,1.0,124.0,23.0,1.0,,7.0,1.0,,7.0,,70.0,21.0,7.0,137.0,5.0,15.0,16.0,3.0,12.0,7.0,6.0,7.0,30.0,3.0,,8193.0
Barkingside,,,2.0,10.0,11.0,,,,,9.0,2.0,,,12.0,3.0,56.0,11.0,9.0,,3.0,,,,,,4.0,8.0,11.0,,,15.0,4.0,,,,3.0,,,5.0,,4.0,,,,,,,,,,,,6.0,20.0,52.0,22.0,,,,,,,,14.0,7.0,,,3.0,,,,2.0,,,,,,,2.0,1.0,5.0,,,,,,,,,2.0,,,3.0,,,,1.0,3.0,,5.0,1.0,,4.0,,,,1.0,6.0,,7.0,,,10.0,,,1.0,14.0,8.0,21.0,23.0,2.0,3.0,,8.0,,,3.0,,13.0,,4.0,2.0,,6.0,,,3.0,7.0,19.0,1.0,,3.0,,,,,17.0,10.0,,,1.0,,,,,2.0,,,,,,1.0,2.0,,,4.0,,24.0,,,18.0,2.0,2.0,,,,,,0.0,,3.0,,,,,,,,,4.0,,,1.0,2.0,,,,25.0,,6.0,,2.0,2.0,,,8.0,,7.0,,10.0,,,49.0,25.0,,,3.0,,,,,6.0,,4.0,8.0,,,24.0,1.0,3.0,,1.0,,,52.0,2.0,,10.0,,,,,1.0,,,,5.0,,16.0,,3.0,28.0,13.0,,2.0,,,,12.0,5.0,,3.0,,,,,,2.0,2.0,,,2.0,,,,3.0,4.0,3.0,,1.0,,,,,,,,,6.0,,,,,7.0,,,,7.0,3.0,,,,,11.0,,,,,1.0,4.0,,,,10.0,,11.0,4.0,14.0,,,1.0,,4.0,2.0,,,84.0,,,,,,3.0,,8.0,,,,3.0,15.0,,,,11.0,,,,,1.0,,,,4.0,2.0,11.0,22.0,,,,5.0,,,14.0,1.0,19.0,,,,,4.0,,5.0,,,12.0,,,,,,,,,13.0,4.0,,22.0,,,,,2.0,,,5.0,,,,1301.0
Barons Court,,,13.0,12.0,12.0,,2.0,0.0,,14.0,4.0,1.0,1.0,32.0,6.0,86.0,14.0,4.0,0.0,,6.0,,,0.0,5.0,6.0,7.0,22.0,3.0,,52.0,8.0,3.0,1.0,,2.0,1.0,,10.0,,2.0,,,,0.0,1.0,,,4.0,,,,13.0,23.0,41.0,12.0,10.0,,1.0,,,,3.0,31.0,21.0,,,,,14.0,,5.0,,,4.0,3.0,,0.0,2.0,1.0,14.0,,,,,,,,1.0,1.0,,,1.0,,,,2.0,14.0,5.0,160.0,6.0,2.0,2.0,,10.0,1.0,1.0,21.0,,14.0,0.0,,27.0,,,0.0,33.0,16.0,,32.0,2.0,6.0,,9.0,,,45.0,,1.0,,71.0,3.0,13.0,17.0,,,,16.0,79.0,2.0,,29.0,,,,,0.0,695.0,4.0,,,5.0,,,,3.0,,2.0,,1.0,1.0,2.0,2.0,,1.0,61.0,,29.0,2.0,0.0,45.0,16.0,4.0,,,0.0,2.0,2.0,1.0,,15.0,0.0,,,,4.0,,,,7.0,,,5.0,4.0,,3.0,,50.0,1.0,39.0,18.0,5.0,,,14.0,27.0,,2.0,,2.0,,,64.0,46.0,,,1.0,4.0,2.0,,16.0,22.0,,13.0,5.0,1.0,,32.0,2.0,8.0,,1.0,,,1.0,9.0,2.0,6.0,,,4.0,1.0,2.0,,,,42.0,0.0,21.0,2.0,6.0,94.0,56.0,6.0,25.0,,,1.0,40.0,19.0,,1.0,,,1.0,,,17.0,6.0,,1.0,,51.0,1.0,,0.0,11.0,14.0,1.0,,,,,6.0,,0.0,,1.0,13.0,,9.0,,,,11.0,,,47.0,1.0,,3.0,,1.0,115.0,,,,,,1.0,,6.0,1.0,24.0,,42.0,9.0,24.0,16.0,,1.0,,3.0,5.0,,,32.0,,,1.0,1.0,,5.0,,17.0,,,2.0,6.0,43.0,4.0,0.0,,14.0,2.0,,20.0,2.0,1.0,0.0,1.0,,2.0,3.0,37.0,101.0,4.0,,,1.0,,,37.0,5.0,50.0,1.0,,,,5.0,2.0,96.0,,0.0,5.0,9.0,0.0,,172.0,,,10.0,,42.0,,,20.0,2.0,13.0,12.0,2.0,3.0,23.0,,1.0,,1.0,,4055.0
