station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Archway,,,7.0,35.0,35.0,,3.0,1.0,,51.0,,4.0,3.0,69.0,13.0,215.0,48.0,16.0,1.0,13.0,,,,,23.0,14.0,21.0,47.0,11.0,,102.0,16.0,3.0,4.0,,6.0,4.0,,18.0,,7.0,,,,1.0,4.0,,,14.0,,,,81.0,56.0,67.0,36.0,24.0,,,,,1.0,19.0,73.0,41.0,,,,,6.0,2.0,9.0,,,6.0,7.0,,1.0,9.0,3.0,29.0,,,1.0,,,,,,3.0,,,2.0,,,,4.0,13.0,4.0,26.0,7.0,22.0,7.0,,8.0,,4.0,34.0,,29.0,,,53.0,,,1.0,124.0,,1.0,112.0,19.0,16.0,,32.0,,,17.0,,2.0,,23.0,13.0,2.0,49.0,,,,42.0,116.0,4.0,,14.0,,,,,1.0,48.0,18.0,,5.0,8.0,,,,8.0,,3.0,,2.0,2.0,5.0,10.0,,6.0,23.0,,103.0,31.0,1.0,105.0,11.0,,,,,2.0,3.0,1.0,,17.0,,,,,8.0,3.0,,,82.0,,,3.0,9.0,,5.0,,179.0,4.0,35.0,10.0,10.0,13.0,,6.0,52.0,,6.0,,6.0,,,184.0,94.0,,,2.0,6.0,8.0,,35.0,37.0,,25.0,15.0,7.0,,95.0,5.0,38.0,,4.0,,,2.0,11.0,,18.0,1.0,2.0,3.0,2.0,5.0,3.0,2.0,,25.0,2.0,71.0,,13.0,197.0,72.0,,11.0,,,2.0,70.0,27.0,1.0,5.0,,,2.0,,,10.0,12.0,,,12.0,8.0,2.0,,1.0,24.0,13.0,2.0,,,,,6.0,,,1.0,,37.0,,33.0,,,35.0,3.0,,,37.0,2.0,,3.0,,,57.0,,,1.0,,5.0,3.0,,5.0,4.0,46.0,,56.0,20.0,59.0,4.0,,,,10.0,9.0,,4.0,105.0,,,1.0,,,13.0,,35.0,,,5.0,13.0,103.0,13.0,3.0,,35.0,33.0,,6.0,6.0,3.0,,,,6.0,7.0,56.0,120.0,16.0,,,2.0,,,115.0,7.0,92.0,2.0,,,5.0,15.0,2.0,23.0,,2.0,17.0,,,,7.0,1.0,,8.0,,67.0,22.0,,59.0,4.0,16.0,15.0,3.0,9.0,8.0,,2.0,,7.0,,5642.0
Arnos Grove,,,5.0,20.0,20.0,,2.0,,,25.0,7.0,,3.0,36.0,8.0,120.0,25.0,13.0,,7.0,,,,,8.0,9.0,12.0,25.0,11.0,,45.0,10.0,2.0,29.0,,,,,11.0,,5.0,,,,,2.0,,,10.0,,,,19.0,36.0,45.0,27.0,14.0,,,,,,5.0,38.0,20.0,,,,,4.0,,5.0,,,4.0,4.0,,4.0,5.0,2.0,14.0,,,,,,,,2.0,3.0,,,2.0,,,,3.0,8.0,2.0,15.0,4.0,,5.0,,5.0,,,19.0,,16.0,,,26.0,,,,44.0,25.0,,57.0,,10.0,,35.0,,,10.0,,2.0,,13.0,6.0,,20.0,,,,21.0,53.0,3.0,,9.0,,,,,1.0,29.0,7.0,,4.0,4.0,,,,6.0,,2.0,,1.0,2.0,3.0,5.0,,,13.0,,77.0,,,53.0,6.0,10.0,,,,2.0,2.0,1.0,,8.0,,,,,4.0,,,,11.0,,,2.0,,,3.0,,80.0,,17.0,6.0,5.0,6.0,,4.0,24.0,,5.0,,5.0,,,101.0,54.0,,,,4.0,11.0,,,17.0,,13.0,10.0,,,51.0,3.0,11.0,,,,,2.0,7.0,,13.0,,,2.0,2.0,4.0,,1.0,,13.0,7.0,38.0,1.0,7.0,83.0,41.0,3.0,7.0,,,,33.0,14.0,1.0,4.0,,,1.0,,,6.0,7.0,,,6.0,5.0,1.0,,,11.0,9.0,,,,,,3.0,,,,,18.0,,34.0,,,20.0,2.0,,,19.0,,,2.0,,1.0,30.0,,,1.0,,3.0,2.0,,3.0,23.0,24.0,,29.0,12.0,32.0,,,,,6.0,5.0,,,85.0,,,1.0,1.0,,8.0,,18.0,,,3.0,8.0,44.0,13.0,,,20.0,,,4.0,14.0,,,2.0,,5.0,6.0,30.0,59.0,15.0,,,,,,44.0,4.0,46.0,,,,3.0,11.0,,13.0,,,13.0,15.0,,,4.0,,,5.0,,34.0,13.0,,37.0,3.0,9.0,10.0,2.0,33.0,5.0,,,,,,3055.0
Arsenal,,,2.0,14.0,13.0,,1.0,0.0,,22.0,5.0,2.0,,28.0,4.0,85.0,20.0,6.0,,4.0,2.0,,,,5.0,5.0,8.0,,7.0,,34.0,6.0,1.0,3.0,,2.0,1.0,,6.0,,3.0,,,,,1.0,,,21.0,,,,15.0,20.0,24.0,14.0,,,1.0,,,,4.0,31.0,15.0,,,,,2.0,,3.0,,,2.0,2.0,,1.0,3.0,,11.0,,,,,,,,1.0,1.0,,,1.0,,,,1.0,4.0,1.0,8.0,2.0,2.0,3.0,,2.0,,1.0,13.0,,10.0,,,19.0,,,0.0,41.0,23.0,,47.0,3.0,6.0,,90.0,,,5.0,,1.0,,8.0,3.0,1.0,16.0,,,,18.0,38.0,1.0,,5.0,,,,,,16.0,4.0,,,,,,,3.0,,1.0,,1.0,1.0,2.0,3.0,,1.0,8.0,,80.0,,0.0,45.0,4.0,36.0,,,,1.0,1.0,0.0,,5.0,0.0,,,,3.0,,,,8.0,,,1.0,3.0,,2.0,,86.0,1.0,11.0,4.0,3.0,4.0,,2.0,19.0,,2.0,,,,,73.0,36.0,,,1.0,2.0,12.0,,,12.0,,10.0,6.0,,,38.0,1.0,9.0,,1.0,,,1.0,4.0,,7.0,0.0,,1.0,1.0,2.0,1.0,,,8.0,1.0,29.0,1.0,4.0,65.0,28.0,2.0,4.0,,,,25.0,9.0,0.0,,,,1.0,,,3.0,4.0,,1.0,4.0,3.0,,,,,4.0,1.0,,,,,2.0,,,,,17.0,,28.0,,,11.0,1.0,,,12.0,,,1.0,,,19.0,,,,,2.0,1.0,,2.0,2.0,16.0,,20.0,8.0,23.0,1.0,,1.0,,4.0,3.0,,,47.0,,,,,,5.0,,,,,2.0,4.0,35.0,9.0,,,14.0,,,2.0,5.0,1.0,,,,2.0,2.0,18.0,39.0,9.0,,,,,,38.0,3.0,32.0,,,,,5.0,,7.0,,,7.0,8.0,,,2.0,0.0,,3.0,,23.0,7.0,,22.0,2.0,5.0,5.0,1.0,7.0,3.0,,1.0,,1.0,,2160.0
Baker Street,,,8.0,34.0,34.0,,2.0,1.0,,60.0,11.0,3.0,3.0,,12.0,225.0,52.0,13.0,1.0,14.0,8.0,,,1.0,13.0,14.0,19.0,55.0,9.0,,239.0,18.0,3.0,3.0,,5.0,2.0,,18.0,,6.0,,,,1.0,2.0,,,16.0,,,,40.0,54.0,60.0,32.0,25.0,,2.0,,,1.0,10.0,91.0,59.0,0.0,,1.0,,6.0,1.0,9.0,,,7.0,7.0,,1.0,6.0,3.0,39.0,,,1.0,,,,,2.0,3.0,,,2.0,,,,5.0,12.0,4.0,30.0,7.0,5.0,6.0,,7.0,1.0,2.0,160.0,,33.0,1.0,,72.0,,,1.0,114.0,136.0,1.0,125.0,6.0,32.0,,31.0,,,18.0,,2.0,,27.0,8.0,3.0,55.0,,,0.0,197.0,191.0,4.0,,15.0,,,,,1.0,58.0,10.0,,5.0,8.0,,,4.0,8.0,,3.0,,2.0,2.0,4.0,6.0,,3.0,31.0,,109.0,5.0,1.0,138.0,15.0,13.0,,,1.0,2.0,2.0,1.0,,24.0,1.0,,,,9.0,4.0,,13.0,20.0,,3.0,3.0,15.0,,9.0,,250.0,4.0,47.0,18.0,11.0,19.0,,10.0,74.0,,5.0,,5.0,,,185.0,104.0,,,2.0,12.0,8.0,,39.0,70.0,,197.0,14.0,3.0,1.0,98.0,4.0,25.0,,5.0,,,2.0,12.0,,16.0,1.0,2.0,3.0,2.0,6.0,2.0,2.0,,37.0,2.0,74.0,2.0,14.0,419.0,224.0,5.0,12.0,,,2.0,116.0,32.0,1.0,4.0,,,2.0,,,10.0,16.0,,2.0,16.0,9.0,2.0,,1.0,117.0,12.0,2.0,,,,,14.0,,1.0,1.0,1.0,46.0,,30.0,,,45.0,4.0,,,45.0,2.0,,3.0,,1.0,69.0,1.0,,1.0,,4.0,2.0,,5.0,3.0,54.0,,70.0,56.0,66.0,4.0,,3.0,,9.0,9.0,,4.0,90.0,,,1.0,1.0,,29.0,,44.0,,,5.0,12.0,154.0,11.0,1.0,,35.0,4.0,,7.0,5.0,2.0,1.0,2.0,,5.0,6.0,64.0,165.0,13.0,,,2.0,,,131.0,17.0,115.0,2.0,,,5.0,18.0,2.0,26.0,,1.0,15.0,41.0,1.0,,8.0,1.0,,15.0,,87.0,26.0,,56.0,6.0,18.0,14.0,2.0,8.0,11.0,,2.0,,3.0,,7445.0
Balham,,,15.0,65.0,65.0,,,,,59.0,17.0,5.0,4.0,99.0,,436.0,73.0,31.0,2.0,26.0,8.0,,,3.0,19.0,33.0,38.0,87.0,16.0,,147.0,44.0,,6.0,,12.0,4.0,,83.0,,14.0,,,,2.0,5.0,,,17.0,,,,47.0,129.0,142.0,74.0,49.0,,,,,,13.0,106.0,69.0,,,,,12.0,,85.0,,,47.0,129.0,,2.0,12.0,34.0,45.0,,,,,,,,4.0,6.0,,,,,,,7.0,25.0,7.0,53.0,12.0,9.0,13.0,,,2.0,5.0,51.0,,81.0,,,96.0,,,3.0,109.0,,,156.0,12.0,25.0,,41.0,,,34.0,,4.0,,47.0,13.0,,56.0,,,1.0,,196.0,7.0,,,,,,,2.0,98.0,16.0,,10.0,12.0,,,,14.0,,,,,5.0,10.0,12.0,,6.0,45.0,,122.0,8.0,,148.0,19.0,15.0,,,3.0,5.0,,,,29.0,,,,,24.0,5.0,,,27.0,,5.0,,15.0,,8.0,,178.0,6.0,61.0,17.0,21.0,19.0,,,79.0,,11.0,,12.0,,,333.0,227.0,,,4.0,9.0,11.0,,70.0,54.0,,36.0,29.0,5.0,3.0,166.0,30.0,27.0,,6.0,,,4.0,20.0,,39.0,2.0,3.0,7.0,4.0,9.0,5.0,,,43.0,3.0,111.0,,51.0,264.0,110.0,10.0,23.0,,,4.0,110.0,80.0,2.0,9.0,,,3.0,,,,16.0,,3.0,19.0,16.0,,,2.0,33.0,,4.0,,,,,9.0,,,,,45.0,,47.0,,,61.0,,,,80.0,4.0,,6.0,,3.0,115.0,,,,,37.0,5.0,,,6.0,98.0,,120.0,31.0,104.0,,,5.0,,18.0,46.0,,6.0,199.0,,,2.0,,,21.0,,65.0,,,130.0,182.0,136.0,19.0,2.0,,72.0,6.0,,13.0,8.0,5.0,,,,12.0,14.0,205.0,264.0,27.0,,,4.0,,,116.0,12.0,197.0,,,,9.0,27.0,4.0,,,1.0,33.0,37.0,,,15.0,,,12.0,,131.0,38.0,,111.0,7.0,25.0,,,14.0,,,5.0,,5.0,,9622.0
Bank and Monument,8.0,,18.0,388.0,344.0,12.0,6.0,1.0,,201.0,29.0,8.0,8.0,184.0,44.0,,427.0,50.0,3.0,33.0,11.0,6.0,2.0,5.0,33.0,103.0,128.0,571.0,27.0,17.0,292.0,203.0,8.0,9.0,17.0,29.0,6.0,,71.0,,31.0,,,,3.0,6.0,,,37.0,,,,94.0,335.0,338.0,155.0,960.0,,4.0,,,3.0,25.0,503.0,181.0,1.0,,2.0,,15.0,3.0,35.0,,,26.0,24.0,,3.0,17.0,11.0,125.0,23.0,,2.0,,14.0,25.0,11.0,6.0,9.0,,,6.0,,13.0,13.0,10.0,30.0,9.0,70.0,16.0,14.0,23.0,30.0,19.0,3.0,7.0,88.0,,228.0,3.0,4.0,268.0,,,3.0,249.0,138.0,2.0,743.0,17.0,39.0,,78.0,,,43.0,8.0,7.0,,64.0,21.0,6.0,138.0,,,1.0,110.0,370.0,9.0,18.0,34.0,,,,,3.0,124.0,27.0,,13.0,16.0,,,9.0,18.0,,7.0,,4.0,5.0,11.0,17.0,94.0,7.0,60.0,,260.0,12.0,2.0,535.0,28.0,32.0,,,4.0,5.0,6.0,3.0,,51.0,2.0,,,13.0,46.0,7.0,,27.0,49.0,,6.0,8.0,22.0,,12.0,10.0,505.0,8.0,102.0,25.0,50.0,33.0,37.0,14.0,196.0,25.0,20.0,,21.0,,84.0,3027.0,1670.0,22.0,,6.0,15.0,20.0,,867.0,101.0,,65.0,78.0,7.0,3.0,1612.0,13.0,57.0,8.0,8.0,,,6.0,26.0,4.0,80.0,2.0,4.0,8.0,5.0,12.0,6.0,4.0,,65.0,4.0,602.0,5.0,67.0,579.0,183.0,12.0,29.0,,,5.0,261.0,84.0,3.0,17.0,16.0,32.0,4.0,12.0,9.0,25.0,25.0,,4.0,31.0,20.0,4.0,,3.0,66.0,31.0,5.0,1.0,,,10.0,15.0,14.0,2.0,2.0,3.0,140.0,,85.0,247.0,,87.0,6.0,,,117.0,7.0,,7.0,,3.0,161.0,3.0,70.0,3.0,,14.0,9.0,,13.0,8.0,363.0,,241.0,51.0,938.0,10.0,,7.0,18.0,56.0,37.0,,8.0,412.0,15.0,23.0,3.0,2.0,,33.0,,262.0,,1.0,17.0,42.0,373.0,32.0,3.0,91.0,653.0,11.0,,16.0,13.0,7.0,4.0,6.0,,22.0,16.0,175.0,416.0,47.0,,,6.0,,,264.0,19.0,549.0,5.0,,,11.0,36.0,6.0,61.0,,2.0,69.0,56.0,1.0,13.0,19.0,2.0,15.0,19.0,35.0,309.0,53.0,,426.0,10.0,34.0,36.0,6.0,22.0,18.0,,7.0,,7.0,33.0,29495.0
Barbican,,,1.0,15.0,13.0,,0.0,0.0,,10.0,2.0,0.0,0.0,11.0,2.0,106.0,,2.0,0.0,1.0,1.0,,,0.0,2.0,3.0,6.0,14.0,1.0,,12.0,5.0,0.0,0.0,,1.0,0.0,,3.0,,1.0,,,,0.0,0.0,,,2.0,,,,6.0,12.0,13.0,6.0,10.0,,0.0,,,0.0,1.0,15.0,6.0,0.0,,0.0,,1.0,0.0,1.0,,,1.0,1.0,,0.0,1.0,0.0,4.0,,,0.0,,,,,0.0,0.0,,,0.0,,,,1.0,1.0,0.0,3.0,1.0,1.0,1.0,,1.0,0.0,0.0,5.0,,7.0,0.0,,9.0,,,0.0,17.0,9.0,0.0,125.0,1.0,2.0,,4.0,,,2.0,,0.0,,3.0,1.0,0.0,,,,0.0,7.0,14.0,0.0,,2.0,,,,,0.0,5.0,1.0,,1.0,1.0,,,0.0,1.0,,0.0,,0.0,0.0,1.0,1.0,,0.0,3.0,,16.0,1.0,0.0,17.0,1.0,2.0,,,0.0,0.0,0.0,0.0,,2.0,0.0,,,,2.0,0.0,,,3.0,,,0.0,1.0,,1.0,,37.0,0.0,4.0,1.0,2.0,1.0,,1.0,7.0,,1.0,,1.0,,,111.0,34.0,,,0.0,1.0,1.0,,14.0,4.0,,4.0,3.0,0.0,0.0,84.0,1.0,,,0.0,,,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,0.0,30.0,0.0,2.0,24.0,10.0,1.0,1.0,,,0.0,9.0,3.0,0.0,1.0,,,0.0,,,1.0,1.0,,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,,,,1.0,,0.0,0.0,0.0,7.0,,4.0,,,4.0,0.0,,,5.0,0.0,,0.0,,0.0,7.0,0.0,,0.0,,1.0,0.0,,1.0,0.0,11.0,,9.0,3.0,18.0,0.0,,0.0,,2.0,1.0,,0.0,19.0,,,0.0,0.0,,2.0,,8.0,,0.0,1.0,2.0,13.0,2.0,0.0,,13.0,1.0,,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,7.0,16.0,2.0,,,0.0,,,15.0,1.0,17.0,0.0,,,1.0,2.0,0.0,3.0,,0.0,3.0,3.0,0.0,,1.0,0.0,,1.0,,11.0,2.0,,18.0,1.0,2.0,2.0,0.0,1.0,1.0,,0.0,,0.0,,1224.0
Barking,,5.0,11.0,57.0,64.0,,4.0,1.0,,51.0,14.0,6.0,4.0,69.0,20.0,331.0,62.0,,3.0,16.0,5.0,,,22.0,15.0,27.0,46.0,67.0,33.0,,92.0,26.0,5.0,6.0,,21.0,4.0,,28.0,,29.0,6.0,6.0,5.0,3.0,4.0,2.0,,14.0,15.0,,26.0,36.0,121.0,194.0,156.0,37.0,,3.0,2.0,,,10.0,84.0,43.0,,1.0,2.0,3.0,8.0,,14.0,,,10.0,11.0,5.0,2.0,10.0,6.0,30.0,,5.0,2.0,,,,,17.0,32.0,,21.0,7.0,,,,6.0,19.0,5.0,32.0,9.0,8.0,92.0,,10.0,2.0,4.0,36.0,7.0,42.0,6.0,,59.0,,6.0,4.0,82.0,46.0,2.0,132.0,10.0,19.0,11.0,42.0,,,21.0,,7.0,,28.0,11.0,3.0,39.0,,15.0,1.0,40.0,113.0,6.0,,20.0,26.0,10.0,,,4.0,64.0,13.0,18.0,8.0,9.0,,7.0,6.0,12.0,,5.0,,3.0,4.0,8.0,10.0,,5.0,27.0,5.0,127.0,6.0,,108.0,13.0,14.0,25.0,,8.0,4.0,4.0,2.0,,17.0,,,12.0,,11.0,4.0,9.0,13.0,21.0,10.0,,5.0,12.0,,6.0,,146.0,6.0,37.0,13.0,12.0,13.0,,8.0,50.0,,20.0,11.0,21.0,10.0,,286.0,149.0,,,6.0,7.0,11.0,,54.0,35.0,,26.0,47.0,4.0,,138.0,8.0,21.0,,5.0,,,6.0,15.0,,65.0,1.0,3.0,5.0,4.0,8.0,4.0,3.0,,28.0,3.0,93.0,3.0,19.0,168.0,81.0,8.0,15.0,,,3.0,70.0,31.0,2.0,29.0,,,3.0,,,13.0,13.0,,3.0,13.0,11.0,3.0,3.0,3.0,22.0,20.0,,1.0,,,,7.0,,,,,34.0,,71.0,,,42.0,3.0,,9.0,43.0,7.0,6.0,4.0,,,65.0,,,2.0,8.0,8.0,9.0,5.0,8.0,6.0,62.0,,68.0,23.0,81.0,5.0,5.0,5.0,,25.0,13.0,6.0,5.0,422.0,,,,,,16.0,,45.0,2.0,1.0,8.0,22.0,92.0,32.0,2.0,,62.0,5.0,4.0,9.0,8.0,14.0,9.0,50.0,9.0,53.0,13.0,69.0,131.0,,20.0,,6.0,17.0,,82.0,9.0,112.0,4.0,3.0,,7.0,23.0,3.0,28.0,,1.0,88.0,29.0,1.0,,9.0,1.0,,9.0,,78.0,27.0,7.0,127.0,6.0,20.0,23.0,4.0,14.0,10.0,6.0,8.0,15.0,5.0,,8201.0
Barkingside,,,2.0,10.0,11.0,,,,,10.0,3.0,,,14.0,4.0,59.0,11.0,9.0,,3.0,,,,,,5.0,8.0,12.0,,,18.0,5.0,,,,3.0,,,6.0,,4.0,,,,,,,,,,,,7.0,21.0,31.0,21.0,,,,,,,,16.0,8.0,,,2.0,,,,3.0,,,,,,,2.0,1.0,6.0,,,,,,,,,2.0,,,2.0,,,,1.0,4.0,,6.0,2.0,,4.0,,,,1.0,7.0,,8.0,,,11.0,,,1.0,16.0,9.0,7.0,24.0,2.0,4.0,,8.0,,,4.0,,6.0,,5.0,2.0,,7.0,,,1.0,8.0,22.0,1.0,,4.0,,,,,7.0,13.0,,,2.0,,,,,3.0,,,,,,2.0,2.0,,,5.0,,25.0,,,20.0,3.0,3.0,,,,,,0.0,,3.0,,,,,,,,,4.0,,,1.0,3.0,,,,28.0,,7.0,,2.0,3.0,,,10.0,,5.0,,7.0,,,51.0,27.0,,,2.0,,,,,7.0,,5.0,7.0,,,25.0,2.0,4.0,,1.0,,,16.0,3.0,,10.0,,,,,2.0,,,,6.0,,17.0,,4.0,32.0,16.0,,3.0,,,,13.0,6.0,,3.0,,,,,,3.0,3.0,,,3.0,,,,2.0,4.0,4.0,,1.0,,,,,,,,,6.0,,,,,8.0,,,,8.0,2.0,,,,,13.0,,,,,2.0,3.0,,,,11.0,,13.0,5.0,15.0,,,1.0,,4.0,2.0,,,71.0,,,,,,3.0,,8.0,,,,4.0,17.0,,,,11.0,,,,,2.0,,,,4.0,3.0,14.0,25.0,,,,3.0,,,16.0,2.0,21.0,,,,,5.0,,6.0,,,11.0,,,,,,,,,15.0,5.0,,21.0,,,,,3.0,,,3.0,,,,1300.0
Barons Court,,,14.0,18.0,18.0,,3.0,0.0,,20.0,6.0,2.0,1.0,40.0,9.0,119.0,20.0,9.0,1.0,,6.0,,,1.0,7.0,9.0,11.0,29.0,5.0,,60.0,11.0,4.0,2.0,,3.0,1.0,,14.0,,4.0,,,,1.0,2.0,,,6.0,,,,18.0,35.0,40.0,21.0,14.0,,1.0,,,,5.0,40.0,25.0,,,,,13.0,,7.0,,,5.0,5.0,,1.0,4.0,2.0,17.0,,,,,,,,1.0,2.0,,,1.0,,,,3.0,18.0,6.0,96.0,8.0,3.0,4.0,,11.0,1.0,2.0,25.0,,19.0,1.0,,33.0,,,1.0,43.0,22.0,,46.0,4.0,9.0,,14.0,,,37.0,,1.0,,52.0,5.0,8.0,21.0,,,,20.0,85.0,3.0,,28.0,,,,,1.0,330.0,6.0,,,7.0,,,,6.0,,3.0,,2.0,2.0,5.0,4.0,,2.0,48.0,,43.0,3.0,1.0,56.0,15.0,5.0,,,1.0,3.0,3.0,2.0,,15.0,1.0,,,,5.0,,,,10.0,,,5.0,6.0,,4.0,,66.0,2.0,38.0,17.0,6.0,,,12.0,31.0,,3.0,,3.0,,,92.0,61.0,,,1.0,5.0,4.0,,21.0,25.0,,16.0,8.0,2.0,,46.0,3.0,10.0,,2.0,,,1.0,12.0,2.0,11.0,,,5.0,2.0,3.0,,,,37.0,1.0,31.0,2.0,8.0,109.0,63.0,7.0,22.0,,,2.0,45.0,22.0,,3.0,,,1.0,,,17.0,8.0,,1.0,,32.0,1.0,,1.0,13.0,18.0,1.0,,,,,6.0,,1.0,,1.0,17.0,,16.0,,,,8.0,,,45.0,1.0,,4.0,,1.0,95.0,,,,,,2.0,,7.0,2.0,30.0,,47.0,12.0,32.0,12.0,,2.0,,5.0,7.0,,,56.0,,,1.0,1.0,,8.0,,22.0,,,4.0,9.0,52.0,6.0,1.0,,20.0,2.0,,17.0,3.0,2.0,1.0,1.0,,3.0,6.0,45.0,106.0,8.0,,,1.0,,,46.0,6.0,60.0,1.0,,,,9.0,3.0,66.0,,0.0,9.0,14.0,0.0,,67.0,,,10.0,,49.0,,,31.0,3.0,16.0,17.0,3.0,5.0,18.0,,1.0,,2.0,,4055.0
